Review,Size,Comfort,Features,star_rating
,"['36', '37', '38', '39', '40']",Slip-on Nubuck upper Textured straps,"Prefect for warm weather, the black slipper is built from durable nubuck upper. The round-toe slipper feature textured straps, cushioned foot bed and flexible sole for comfort.
Product Feature:
Slip-on
Nubuck upper
Textured straps",
,"['40', '41']",,A pair of black slippers with wedge heels. The slippers are made in superior quality in a regular slip-on styling and a round open toe silhouette.,
,"['36', '37', '38', '39', '40']",Leather,"Refresh your summertime collection with these Woods black Sandals for women. Constructed in a slip on style with a wide foot strap, these sandals are set on a soft, comfortable foot bed with Woods branding on it and arch heel for support.
Material:-
Leather",
,"['36', '37', '38', '39', '40']",Leather Double strap Flip-flip Flat,"A double strap in beige and brown adds a twist to the regular slipper. Built from soft leather the flat flip-flop sandal comes in a round toe silhouette and is perfect for the warm weather.
Product Feature:
Leather
Double strap
Flip-flip
Flat",
,"['36', '37', '38', '39', '40', '41']",Nubuck Slip-on Arched heel,"Minimalist slipper in brown is built from nubuck and comes in a slip-on casual style. Featuring a cushioned foot bed, round-toe silhouette and an arched heel support the slipper is perfect for long walks through cities and parks.
Product Feature:
Nubuck
Slip-on
Arched heel",
,"['36', '37', '38', '39', '40']",,A pair of black slipper with wedge heels. The slippers are made in superior quality with embellishments and comes in a regular slip-on styling.,
,"['36', '37', '38', '39', '40']",,Comfortable pair of black round toe slip-on sandals made out of premium leather in softy ndm finish. Lightweight and durable rubber sole with moderate traction is ideal for walks through cities and parks.,
,"['36', '37', '38', '39', '40']",Leather Braided,"Chic and simple, fuchsia slipper features a braided strap. Crafted from the finest of leather the slipper is tacked on a low heel and is ideal for all your summer vacation.
Product Features:
Leather
Braided",
,"['37', '38', '39', '40']",Espadrille Open toe Platform heel,"A stand-out olive sandal from Woods features an espadrille-style braiding on the platform heel of the sandal. Featuring a open toe, the slip-on sandal is a chic summer style.
Product Features:
Espadrille
Open toe
Platform heel",
,"['39', '40']",,"With a classic design, this pair of trendy and classy brown slipper will surely give you a sophisticated look. The slipper also feature a thick durable sole and round toe silhouette.",
,"['36', '37', '38', '39', '40']",,"Platform slipper in white from Woods is a classic, the slippers are made in superior quality with embellishments and comes in a regular slip-on styling.",
,"['36', '37', '38', '39', '40', '41']","Made from rich leather this blue slip-on shoe for women is ideal for work as well as off-work casual days. The shoe features Hook & Loop closure for custom fit and arched heel for support. The round toe shoe has moderate traction on outsole making it good choice for casual walks through cities, parks and pavements.","Made from rich leather this blue slip-on shoe for women is ideal for work as well as off-work casual days. The shoe features Hook & Loop closure for custom fit and arched heel for support. The round toe shoe has moderate traction on outsole making it good choice for casual walks through cities, parks and pavements.",
,"['36', '37', '40']","Bronze straps detail a flip-flop sandal that is set on a wedge heel. The sandal by Woods is lightweight with cushioned foot bed, and arched heel support.","Bronze straps detail a flip-flop sandal that is set on a wedge heel. The sandal by Woods is lightweight with cushioned foot bed, and arched heel support.",
,"['36', '37', '38', '39', '40', '41']",Leather,"Black/tan sandals for women in slip on style is crafted from soft leather with wide foot straps for a secure fit. They feature a cushioned foot bed for comfort and signature Woods logo branding on outsole.
Material:-
Leather",
,"['36', '37', '38', '39', '40', '41']",Leather Double strap Flat,"A double criss-cross strap in beige and brown adds a twist to the regular slipper. Built from soft leather in a printed pattern the slip-on sandal comes in a round toe silhouette and is perfect for the warm weather.
Product Feature:
Leather
Double strap
Flat",
,"['37', '40']",Leather Buckle detail,"Set on a wedge heel, these beige slipper are crafted from soft leather by Woods. The slipper features a buckle detail on straps, and a cushioned comfortable foot bed.
Product Features:
Leather
Buckle detail",
,"['36', '37', '38', '39', '40', '41']",Leather Wedge heel,"A pair of red and white criss-cross strap slipper in two-toned color is set on wedge heel. The slippers are made in superior quality leather that comes in a regular slip-on styling, arched heel support and cushioned foot bed.
Product Features:
Leather
Wedge heel",
,[],,"A superior quality flip-flop slippers for women in synthetic, the copper finish adds a trendy appeal to the slippers. The lightweight slippers will provide comfort all through the day.",
,"['36', '37', '38', '39', '40', '41']","Made from rich leather this brown slip-on shoe for women is ideal for work as well as off-work casual days. The shoe features side zipper that makes it easy to wear and remove the shoe. The round toe shoe has moderate traction on outsole making it good choice for casual walks through cities, parks and pavements.","Made from rich leather this brown slip-on shoe for women is ideal for work as well as off-work casual days. The shoe features side zipper that makes it easy to wear and remove the shoe. The round toe shoe has moderate traction on outsole making it good choice for casual walks through cities, parks and pavements.",
,"['36', '37', '38']",,Woods brings a pair of gunmetal trendy slippers for women with a toe grip. Designed from high quality leather the slipper have comfortable sole and these slippers rank high on both comfort and style,
,"['37', '38', '39', '40', '41']",,"White high heel slipper for women from Woods luxury collection. The slipper has been made from high quality leather that gives it durability. Also featuring elegant and comfortable block heels, pointed open toes and a broad strap detailing.",
,"['39', '40']",,"Strappy pink slipper from Woods that feature a comfortable block heel, made from synthetic material the slipper will amp up the casual outfit.",
,"['36', '37']",,"Woods brings a pair of purple coloured trendy slippers for women. Designed from high quality nubuck, the slippers have grooved sole these slippers rank high on both comfort and style",
,"['38', '39']",,cherry heeled slippers for women from Woods luxury collection. The slipper has been made from high quality and also featuring elegant and comfortable block heels the slipper is amongst seasons best collection.,
,"['39', '40', '41']",,Black coloured high heel luxury slipper for women from Woods luxury collection. The slipper has been made from high quality leather that gives it durability. Also featuring elegant and comfortable block heels the slipper is amongst seasons best collection.,
,"['36', '38', '39', '40']",,Woods brings a pair of white coloured trendy slippers for women. Designed from high quality leather the slipper have comfortable sole and these slippers rank high on both comfort and style,
,[],,Wedge heel slippers in lgold. The slippers are made in superior quality in a regular slip-on styling with cut-out details and a round open toe silhouette.,
,[],,Comfortable pair of tan Woods slippers for a casual day out. The slippers have a classic look and have a patterned sole that gives the slippers a moderate tread on multiple surfaces.,
